,level_0,level_1,cosine,euclidean,hamming,psnr,ssim
83,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny Best Multiplayer Weapon Upgrade - Super Slide Shotgun!4145.203.mp4,720:1280,0.207674711591648,12.084779888145437,0.6433333333333333,42.774920278872514,0.979156655751058
84,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dmachine - Ret Rotation Guide5533.709.mp4,240:426,0.31939766049810564,15.191743059428179,0.8539999999999998,32.999800605915645,0.8118852628836847
85,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dmachine - Ret Rotation Guide5533.709.mp4,360:640,0.2352546608416088,13.209157045028327,0.7220000000000002,34.537427930970125,0.8849292713728772
86,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dmachine - Ret Rotation Guide5533.709.mp4,480:854,0.2874521601572008,14.718375918113095,0.8293333333333334,36.52718788448644,0.9298396355890316
87,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dmachine - Ret Rotation Guide5533.709.mp4,720:1280,0.25247850224865803,14.288112960181778,0.778,39.08002715776032,0.9583825764468924
88,/Users/dcortes/dev/livepeer/YT8M/videos/7/Domaci hleb recept-Homemade bread recipe4025.097.mp4,240:426,0.19530128809068759,13.032661496309732,0.7013333333333333,37.03992898776411,0.9566625145780522
89,/Users/dcortes/dev/livepeer/YT8M/videos/7/Domaci hleb recept-Homemade bread recipe4025.097.mp4,360:640,0.16265101472677998,10.957695919194155,0.592,39.265702023498356,0.9709624704047362
90,/Users/dcortes/dev/livepeer/YT8M/videos/7/Domaci hleb recept-Homemade bread recipe4025.097.mp4,480:854,0.18445738297334566,11.82674904925392,0.6186666666666667,42.051450253984285,0.9807495382841176
91,/Users/dcortes/dev/livepeer/YT8M/videos/7/Domaci hleb recept-Homemade bread recipe4025.097.mp4,720:1280,0.20938805595967377,13.281075646738785,0.6746666666666666,42.36195331274203,0.9791669354364947
92,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dota 2 Turnavası Finalleri ve Cosplay Yarışmasını Yerinde Takip Ettik4143.395.mp4,240:426,0.21673806619891509,13.494867847643086,0.7593333333333332,37.654319042403976,0.9760295218956996
93,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dota 2 Turnavası Finalleri ve Cosplay Yarışmasını Yerinde Takip Ettik4143.395.mp4,360:640,0.202954080180648,12.418189085963531,0.6606666666666666,39.89746904880649,0.9831892035712493
94,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dota 2 Turnavası Finalleri ve Cosplay Yarışmasını Yerinde Takip Ettik4143.395.mp4,480:854,0.1762344771995001,11.051780052117586,0.5666666666666667,42.35812292801377,0.9879396648501855
95,/Users/dcortes/dev/livepeer/YT8M/videos/7/Dota 2 Turnavası Finalleri ve Cosplay Yarışmasını Yerinde Takip Ettik4143.395.mp4,720:1280,0.17546769993331413,11.20046195707728,0.5693333333333332,42.98493125002295,0.9873438042899102
96,/Users/dcortes/dev/livepeer/YT8M/videos/7/End of Round Screen Glitch Looks Awesome5551.1.mp4,240:384,0.26922075205523205,15.62568423071814,0.8900000000000001,32.33807566992002,0.8056898725664527
97,/Users/dcortes/dev/livepeer/YT8M/videos/7/End of Round Screen Glitch Looks Awesome5551.1.mp4,360:576,0.23358317482039734,14.110663945324994,0.8150000000000001,33.484320188054994,0.8583670846986382
98,/Users/dcortes/dev/livepeer/YT8M/videos/7/End of Round Screen Glitch Looks Awesome5551.1.mp4,480:768,0.22342698263400138,13.656430337482188,0.77,34.86328457365653,0.9089087641800078
99,/Users/dcortes/dev/livepeer/YT8M/videos/7/End of Round Screen Glitch Looks Awesome5551.1.mp4,720:1152,0.2683227946468101,15.49788393543713,0.875,28.423351748559096,0.617185367091713
100,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fashion collection TEAM B03柏木由紀1080p.avi2251.605.mp4,240:426,0.2898113121544525,15.173647166852014,0.8544444444444446,43.871532759518914,0.9918818352230764
101,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fashion collection TEAM B03柏木由紀1080p.avi2251.605.mp4,360:640,0.25339871769971,14.023990080443541,0.7972222222222223,45.33399881710987,0.9933739899477473
102,/Users/dcortes/dev/livepeer/YT8M/videos/7/Fashion collection TEAM B03柏木由紀1080p.avi2251.605.mp4,480:854,0.2769198631924468,14.8251346730463,0.8761111111111113,46.891380025691895,0.9945713739673969
